subject,channel,rest_mean_abs,active_mean_abs,active_rms,activation_ratio
3,14,1.9283294488690177,15.513115830961244,25.07915386999971,8.044847232955874
3,15,3.1266884427780606,18.251280928399385,27.491669618296676,5.83725601780238
4,0,2.6980655300734946,14.949994351771661,22.68803891899503,5.541004910790446
4,1,1.6421885472610789,15.682569567345709,23.48371043183648,9.54979840378369
4,2,1.3277582182239995,6.586549685581955,10.291948346921005,4.960654428780023
4,3,1.1538716362497772,4.08882780434537,6.137597723062682,3.543572504853795
4,4,1.4058226697389877,5.057724893625033,8.736062385735101,3.5976976346270444
4,5,1.5277767077812516,6.339872726588093,9.890266626859505,4.149737781900941
4,6,1.814010462008812,10.417893587378092,16.188279661173762,5.743017367078164
4,7,4.381508901952419,11.94615355650111,19.09308763417032,2.7264930469906963
4,8,1.554370854295585,14.904808525059307,22.12753276899044,9.588965518665697
4,9,1.4570233353630486,11.329856535000188,17.86083463094316,7.776029566593805
4,10,1.3254007996743513,5.5626765071355955,9.085204986980651,4.196976875600449
4,11,1.2682295478542855,5.368226832850096,9.768171688966252,4.232851096974192
4,12,1.2872969037705586,6.128327747863087,11.39913502854618,4.760617173794873
4,13,1.4573854225259033,6.254207930112588,10.000276759358826,4.291389109184964
4,14,1.6970871243355685,8.068305908046842,13.366793188573721,4.754208427104582
4,15,2.050060476261179,11.80242497270023,17.976135058393663,5.757110636182321
5,0,2.604993291903478,9.899310722957624,14.497025296971525,3.8001290651017996
5,1,1.5981309852431855,9.794900916425158,16.09239034521575,6.128972535336133
5,2,1.2931747035339314,4.133860734706666,6.112531828244031,3.1966761516520785
5,3,1.1779033725548576,4.184499099240229,6.0026723116085074,3.552497765724283
5,4,1.2177433034691636,9.306845774261769,14.199270823689956,7.642699202490372
5,5,1.1761299674628718,7.284170126106368,14.132567309617452,6.193337749755377
5,6,1.5934738692624926,6.112320827132451,11.02493311329994,3.83584628843736
5,7,4.418346261200439,9.92300462128926,16.303869684210593,2.24586395784047
5,8,1.5811988218431825,13.441763922612987,20.046976239923655,8.500995407360664
5,9,1.5039554644018205,8.860930524007205,16.226491089591686,5.891750609471358
5,10,1.320099619104428,5.232709328738153,9.076012952967012,3.9638745841681917
5,11,1.4547010655861468,8.862027101120075,13.70203311922064,6.091991894945973
5,12,1.3944978179416914,10.336805827524085,17.982642214293325,7.412565078647044
5,13,1.2969374065117099,6.871778804730947,13.636860694791473,5.29846604024903
5,14,1.5541119866773305,6.829325605075585,12.693817358793362,4.3943587486745965
5,15,1.8360371335615349,9.275397509203415,13.532279248368749,5.0518572525878325
6,0,2.022506902446438,3.392595155709343,6.268021768134915,1.677420804648744
6,1,3.8064110570612155,20.168062283737026,30.418588948753328,5.2984456963268745
6,2,2.3230673152784127,7.05204152249135,11.658609839556492,3.035659567895984
6,3,3.2801324612158305,8.941487889273356,13.100599579506296,2.7259532945687988
6,4,1.6320503549839083,7.83484429065744,14.559524641466394,4.800614311152605
6,5,2.793888048909756,17.02871972318339,26.791474654950427,6.094990001416991
6,6,1.4491355508818835,10.172283737024221,17.39406393594126,7.019552954058572
6,7,2.3207171969507767,10.304117647058824,16.969317925746218,4.44005743595021
6,8,5.062319221668105,26.02280276816609,35.82833977169257,5.140490282948062
6,9,4.554964830398055,15.912525951557093,24.133271839694288,3.493446501576283
6,10,2.3037322508555884,6.477439446366782,9.997383740804374,2.8117153996351405
6,11,1.7100562056281365,6.584602076124567,10.255836383776598,3.8505179271028207
6,12,3.62206646068993,18.11885813148789,27.80630047346754,5.0023538574266295
6,13,1.4854226926120966,8.692975778546712,14.004859512519143,5.852189967059293
6,14,1.8595927557201692,10.239100346020761,17.22620519234343,5.5060982113018815
6,15,3.7462036550102034,16.382837370242214,23.986143635549052,4.373183862636958
7,0,5.655235996665142,14.739793332033535,21.99556487668576,2.6063975651459113
7,1,3.1180251107499615,18.193527003314486,27.0285717848285,5.834952047239446
7,2,1.7158323195700929,10.022850458178983,15.764035516122076,5.841392742089297
7,3,1.3693544808389433,6.283603041528563,10.223833398033765,4.588733691278299
7,4,1.5516331168095938,12.327939169428738,19.960049785607907,7.945137955534847
7,5,1.3110840773990307,10.8661727432248,18.397833800621036,8.287929760219079
7,6,1.8255330869704953,9.447572626242932,17.032464729084694,5.175240423563808
7,7,7.097221903429436,14.91144472606746,25.015328504092725,2.1010255743676445
7,8,2.743238383793014,12.69420939754338,18.812565336623965,4.627453987426125
7,9,2.070856382125085,11.541976993565997,18.634772537225544,5.573528465417662
7,10,1.5760093648872673,6.330902710079938,10.370959198493743,4.017046377470473
7,11,1.3047413562262777,7.433144862546305,11.98679815813368,5.6970255653161
7,12,1.2592023014371023,10.726925326574381,17.860030738826048,8.518826017338085
7,13,1.3570974973422598,10.2509261064535,18.303343958905103,7.553566436110093
7,14,1.6448841248355461,9.490426983817509,18.067601226416805,5.7696629449605465
7,15,3.4237840567411935,10.841528563072723,18.802321034174952,3.1665339821086276
8,0,2.501594861167233,12.132041011165995,19.1409625577202,4.849722550799148
8,1,2.7667680910183305,20.118218421817275,29.656111560468783,7.271378648295965
8,2,1.9673678176135592,6.228965173716325,9.422809581944406,3.166141642629966
8,3,1.2911172847682386,3.9107135444771908,5.807480300951021,3.028937487409737
8,4,1.1886933897791894,7.181312523348969,12.050639970804383,6.041349758563865
8,5,1.149659713954933,6.923124818396912,12.250815439555105,6.021890420584312
8,6,1.3404183386995345,6.672616329749699,11.442002905641788,4.9780103249135115
8,7,3.8769458041197105,9.47723216138807,14.444556767402599,2.4445098384706325
8,8,1.7589113786372101,13.306338466647295,21.984378475009578,7.5650988607265335
8,9,2.8501491966907446,13.91976256693371,20.672841141982808,4.883871547179245
8,10,1.8944084314513683,5.234942509650907,7.716848376693181,2.763365292689415
8,11,1.2925284061687765,5.2964177493669835,7.931355280129339,4.09771864516793
8,12,1.2744337140431279,9.346062845045868,14.617767725829054,7.333502513359898
8,13,1.1689450397622854,7.752397160765431,14.258157242197019,6.631960354904235
8,14,1.63565874380897,5.196338881740069,8.034613901556956,3.176908937398102
8,15,1.923975834547016,8.639907019218795,13.64452310151895,4.490652566461672
9,0,4.489447382820624,20.81373309913811,30.747237778700946,4.636145904902283
9,1,3.965807039942638,28.932723336465013,40.62062946045987,7.295544902982345
9,2,1.6478278314801174,8.38527837915118,14.588527331174127,5.088685977356826
9,3,1.1622688309329716,4.552877741922307,7.032544396670969,3.9172329333374964
9,4,1.727944555901055,15.961480331685797,26.14097312418291,9.237264168677283
9,5,2.4514098121476353,12.371921081655161,22.188928681282434,5.046859574579392
9,6,1.7029071676099732,17.18839099709979,27.778003139843502,10.093557255515968
9,7,3.919168338501821,11.684653404681182,22.8791016061988,2.981411461684718
9,8,2.4390953857387347,26.65467096932315,38.87368193174236,10.928097000704293
9,9,2.258690497903608,24.746987459662595,38.02840078638382,10.956342837866181
9,10,1.602655480577327,8.23467178628324,15.168892457746328,5.138142218386731
9,11,1.4660660222515929,11.326171316531187,19.932917193927562,7.725553382061461
9,12,2.9358599306958753,18.87128793758425,29.899677032619547,6.427857044634709
9,13,2.7635017326291234,14.652097545034925,24.97864616396312,5.302004110232745
9,14,2.064161955135051,19.495567991503616,31.230449870954338,9.44478602708676
9,15,2.028561006749131,12.404109309260242,21.56274478693795,6.114733186722562
